,datetime,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,word_16,word_17,word_18,word_19,word_20,word_21,word_22,word_23,word_24,word_25,word_26,word_27,word_28,word_29,word_30,word_31,word_32
41,09/27/2016 03:37:28.8839,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000100111,0000000000110001,0000000001110111,0010001011010111,0000000000000000,0000000000100111,0100010100010101,1001101100001001,1111010001101001,0000000000001000,0000000001101110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001101110
42,09/27/2016 03:38:10.8241,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000101000,0000000000110001,0000000001110111,1100010110111011,0000000000000000,0000000000101000,0100010100010101,1001101100110011,1001111101101001,0000000000111110,0000000000001011,0000000000110010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000110010
43,09/27/2016 03:38:43.8014,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000101001,0000000000110001,0000000001111000,0100011111001111,0000000000000000,0000000000101001,0100010100010101,1001101101010100,1111011101101001,0000000000111110,0000000000001100,0000000000011110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000011110
44,09/27/2016 03:39:09.7690,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000101010,0000000000110001,0000000001111000,1010101111010000,0000000000000000,0000000000101010,0100010100010101,1001101101101110,1001011001101001,0000000000001000,0000000001110110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001110110
45,09/27/2016 03:42:11.7982,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000101011,0000000000110001,0000000001111011,0111010100011000,0000000000000000,0000000000101011,0100010100010101,1001110000100101,0011100101101001,0000000000111110,0000000000000001,0000000000000010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000010
46,09/27/2016 03:42:41.8382,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000101100,0000000000110001,0000000001111011,1110101100010000,0000000000000000,0000000000101100,0100010100010101,1001110001000011,0101100101101001,0000000000001000,0000000010001100,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000010001100
47,09/27/2016 04:00:34.5998,0000000110010010,0000000100000000,0011100000110000,0000000000000000,0000110000000001,1100000000101101,0000000000110001,0000000010001100,0100100000100011,0000000000000000,0000000000101101,0100010100010101,1010000001110011,1100011001101001,0000000000111110,0000000000101001,0111110100000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0111110100000000
48,09/27/2016 04:01:30.6538,0000000110010010,0000000100000000,0011100000110000,0000000000000000,0000110000000001,1100000000101110,0000000000110001,0000000010001101,0010010001110011,0000000000000000,0000000000101110,0100010100010101,1010000010101100,0011100001101001,0000000000111110,0000000000101010,0000000000100010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000100010
49,09/27/2016 04:02:14.6018,0000000110010010,0000000100000000,0011100000110000,0000000000000000,0000110000000001,1100000000101111,0000000000110001,0000000010001101,1100110111111011,0000000000000000,0000000000101111,0100010100010101,1010000011010111,1001010001101001,0000000000001000,0000000010001101,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000010001101
50,09/27/2016 04:05:35.7198,0000000110010010,0000000100000000,0011100000110000,0000000000000000,0000110000000001,1100000000110000,0000000000110001,0000000010010000,1110000100011000,0000000000000000,0000000000110000,0100010100010101,1010000110100001,0001011101101001,0000000000001000,0000000010010101,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000010010101
